StateName,CountyName,County_FIPS,Event_name,Year,PropertyDmg,PropertyDmg(ADJ 2023),PropertyDmgPerCapita,Property_Damage_Duration,Duration_Days,Records
NEW YORK,Schoharie,36095,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,2000.0,2323.40274,0.07495,2,2,1
NEW YORK,Schoharie,36095,Hurricane 2020 Isaias,2020,1000.0,1148.55993,0.0386,1,1,1
NORTH CAROLINA,Scotland,37165,Hurricane 2018 Michael,2018,25000.0,29973.28994,0.86105,1,1,1
NORTH CAROLINA,Scotland,37165,Hurricane 2022 Ian,2022,1000000.0,1064101.469,30.97821,1,1,1
KENTUCKY,Scott,21209,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,3000.0,3815.13733,0.07448,1,1,1
MISSISSIPPI,Scott,28123,Severe Weather 2015 South/Southeast,2015,66000.0,83833.51258,2.94711,1,1,5
MISSOURI,Scott,29201,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.03035,1,1,1
MISSISSIPPI,Scott,28123,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,12000.0,13940.41647,0.49568,1,1,4
TEXAS,Scurry,48415,Severe Weather 2021 Central,2021,11000.0,12580.64393,0.7472,1,1,3
ARKANSAS,Sebastian,5131,Severe Weather 2015 South/Southeast,2015,45000.0,57159.21313,0.44856,1,1,3
KANSAS,Sedgwick,20173,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,30000.0,38151.37328,0.07494,2,2,1
FLORIDA,Seminole,12117,Hurricane 2017 Irma,2017,543200000.0,655630414.8,1418.38891,2,2,1
GEORGIA,Seminole,13253,Hurricane 2017 Irma,2017,150000.0,181046.6904,21.84707,2,2,1
GEORGIA,Seminole,13253,Hurricane 2018 Michael,2018,300000000.0,359679479.3,43256.70226,1,1,1
FLORIDA,Seminole,12117,Hurricane 2022 Ian,2022,241000000.0,256448454.1,535.8047,3,3,1
OKLAHOMA,Seminole,40133,Hail 2023 Sep South,2023,15000.0,15000.0,0.63654,1,1,2
NEW YORK,Seneca,36099,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,15000.0,19075.68664,0.54678,1,1,1
OHIO,Seneca,39147,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,50000.0,58085.06862,1.05269,2,2,1
TENNESSEE,Sequatchie,47153,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,100000.0,116170.1372,7.73127,1,1,1
OKLAHOMA,Sequoyah,40135,Severe Weather 2015 South/Southeast,2015,5000.0,6351.02368,0.1535,1,1,1
TENNESSEE,Sevier,47155,Severe Weather 2015 South/Southeast,2015,13000.0,16512.66157,0.17311,1,1,4
TENNESSEE,Sevier,47155,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,3600000.0,4182124.941,42.56616,1,1,1
WISCONSIN,Sheboygan,55117,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,2000.0,2323.40274,0.02014,1,1,1
INDIANA,Shelby,18145,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,19500.0,24798.39263,0.55885,1,1,6
TENNESSEE,Shelby,47157,Severe Weather 2015 South/Southeast,2015,10000.0,12702.04736,0.01354,1,1,2
MICHIGAN,Shiawassee,26155,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,500000.0,580850.6862,8.52662,1,1,1
MISSISSIPPI,Simpson,28127,Severe Weather 2015 South/Southeast,2015,5000.0,6351.02368,0.23379,1,1,2
MISSISSIPPI,Simpson,28127,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,43000.0,49953.15901,1.87385,1,1,5
MISSISSIPPI,Smith,28129,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,32000.0,37174.44392,2.33566,1,1,7
PENNSYLVANIA,Snyder,42109,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,500.0,635.85622,0.0158,1,1,2
MARYLAND,Somerset,24039,Hurricane 2018 Michael,2018,5000.0,5994.65799,0.23348,2,2,1
MARYLAND,Somerset,24039,Hurricane 2020 Isaias,2020,250000.0,287139.9833,11.69089,1,1,1
TEXAS,Somervell,48425,Severe Weather 2015 South/Southeast,2015,21000.0,26674.29946,3.09447,1,1,6
VIRGINIA,Southampton,51175,Hurricane 2020 Isaias,2020,8000000.0,9188479.464,511.80747,1,1,1
GEORGIA,Spalding,13255,Hurricane 2017 Irma,2017,700000.0,844884.5552,12.91813,1,1,1
SOUTH CAROLINA,Spartanburg,45083,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,4000000.0,5086849.771,17.35676,1,1,2
SOUTH CAROLINA,Spartanburg,45083,Hurricane 2018 Michael,2018,500.0,599.4658,0.00191,1,1,1
INDIANA,Spencer,18147,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.05729,1,1,1
VIRGINIA,Spotsylvania,51177,Hurricane 2020 Isaias,2020,16000.0,18376.95893,0.1307,1,1,13
VIRGINIA,Stafford,51179,Hurricane 2018 Michael,2018,6000.0,7193.58959,0.04797,2,2,1
VIRGINIA,Stafford,51179,Hurricane 2020 Isaias,2020,15000.0,17228.399,0.1092,1,1,9
NORTH CAROLINA,Stanly,37167,Hurricane 2018 Michael,2018,50000.0,59946.57989,0.96571,1,1,1
NORTH CAROLINA,Stanly,37167,Hurricane 2022 Ian,2022,750000.0,798076.1021,12.42509,1,1,1
OHIO,Stark,39151,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,13000.0,16532.26175,0.04402,1,1,4
OHIO,Stark,39151,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,50000.0,58085.06862,0.15673,2,2,1
OHIO,Stark,39151,Severe Weather 2021 Central,2021,500000.0,571847.4514,1.52985,1,1,1
MICHIGAN,St. Clair,26147,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,10000.0,12717.12443,0.07944,1,1,4
MICHIGAN,St. Clair,26147,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,500000.0,580850.6862,3.65021,1,1,1
TEXAS,Stephens,48429,Severe Weather 2015 South/Southeast,2015,5500.0,6986.12605,0.744,1,1,4
GEORGIA,Stephens,13257,Hurricane 2017 Irma,2017,10000.0,12069.77936,0.46809,1,1,1
NEW YORK,Steuben,36101,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,115000.0,146246.9309,1.48969,1,1,5
INDIANA,Steuben,18151,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,20000.0,25434.24885,0.73686,1,1,1
NEW YORK,Steuben,36101,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,5000.0,5808.50686,0.0609,1,1,1
GEORGIA,Stewart,13259,Hurricane 2017 Irma,2017,50000.0,60348.8968,9.76677,1,1,1
INDIANA,St. Joseph,18141,Severe Weather 2021 Central,2021,36500.0,41744.86395,0.15331,1,1,6
LOUISIANA,St. Landry,22097,Severe Weather 2015 South/Southeast,2015,1000.0,1270.20474,0.01519,1,1,2
NEW YORK,St. Lawrence,36089,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,55000.0,63893.57548,0.59303,2,2,3
NEW YORK,St. Lawrence,36089,Hurricane 2020 Isaias,2020,7000.0,8039.91953,0.07422,1,1,4
FLORIDA,St. Lucie,12111,Hurricane 2017 Irma,2017,55000000.0,66383786.48,211.81808,2,2,2
LOUISIANA,St. Martin,22099,Severe Weather 2015 South/Southeast,2015,15000.0,19053.07104,0.3536,1,1,2
MARYLAND,St. Mary's,24037,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,4000.0,5086.84977,0.04628,1,1,2
MARYLAND,St. Mary's,24037,Hurricane 2018 Michael,2018,10000.0,11989.31598,0.10642,2,2,1
MARYLAND,St. Mary's,24037,Hurricane 2020 Isaias,2020,765000.0,878648.3488,7.70751,1,1,2
MISSOURI,Stoddard,29207,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.04002,1,1,1
NORTH CAROLINA,Stokes,37169,Hurricane 2018 Michael,2018,1490000.0,1786408.081,39.29021,1,1,2
NORTH CAROLINA,Stokes,37169,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,4500.0,5227.65618,0.11466,2,2,1
NORTH CAROLINA,Stokes,37169,Hurricane 2020 Isaias,2020,1500.0,1722.8399,0.03865,1,1,4
NORTH CAROLINA,Stokes,37169,Hurricane 2022 Ian,2022,65000.0,69166.59551,1.5324,1,1,2
IOWA,Story,19169,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,313000.0,398045.9946,4.1551,1,1,12
LOUISIANA,St. Tammany,22103,Severe Weather 2015 South/Southeast,2015,25000.0,31755.1184,0.12758,1,1,2
NORTH DAKOTA,Stutsman,38093,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,405000.0,515043.5393,24.38884,1,1,3
NEW YORK,Suffolk,36103,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,30000.0,38151.37328,0.02551,2,2,2
VIRGINIA,Suffolk,51800,Hurricane 2018 Michael,2018,5000.0,5994.65799,0.06574,2,2,1
NEW YORK,Suffolk,36103,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,250000.0,290425.3431,0.19669,1,1,4
MASSACHUSETTS,Suffolk,25025,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,135000.0,156829.6853,0.19508,2,2,1
VIRGINIA,Suffolk,51800,Hurricane 2020 Isaias,2020,4160000.0,4778009.322,50.42754,1,1,3
NEW YORK,Suffolk,36103,Hurricane 2020 Isaias,2020,0.0,0.0,0.0,0,1,4
NEW YORK,Sullivan,36105,Hurricane 2020 Isaias,2020,10000.0,11485.59933,0.1464,1,1,1
WEST VIRGINIA,Summers,54089,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,20000.0,23234.02745,1.84793,2,2,1
WEST VIRGINIA,Summers,54089,Hurricane 2020 Isaias,2020,1000.0,1148.55993,0.0962,1,1,4
OHIO,Summit,39153,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,21000.0,26705.9613,0.04923,1,1,6
OHIO,Summit,39153,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,200000.0,232340.2745,0.42945,2,2,1
TENNESSEE,Sumner,47165,Severe Weather 2015 South/Southeast,2015,1000.0,1270.20474,0.00725,1,1,2
TENNESSEE,Sumner,47165,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,50000.0,58085.06862,0.30366,1,1,1
GEORGIA,Sumter,13261,Severe Weather 2015 South/Southeast,2015,58750.0,74624.52825,2.43195,1,1,13
SOUTH CAROLINA,Sumter,45085,Severe Weather 2015 South/Southeast,2015,6000.0,7621.22842,0.07111,1,1,4
FLORIDA,Sumter,12119,Hurricane 2017 Irma,2017,18880000.0,22787743.43,182.39971,2,2,1
GEORGIA,Sumter,13261,Hurricane 2017 Irma,2017,150000.0,181046.6904,6.07193,1,1,1
SOUTH CAROLINA,Sumter,45085,Hurricane 2017 Irma,2017,100.0,120.69779,0.00113,1,1,1
FLORIDA,Sumter,12119,Hurricane 2022 Ian,2022,250000.0,266025.3674,1.83761,1,1,1
MISSISSIPPI,Sunflower,28133,Severe Weather 2015 South/Southeast,2015,5000.0,6351.02368,0.23628,1,1,2
MISSISSIPPI,Sunflower,28133,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,47000.0,54599.9645,2.17443,1,1,4
NORTH CAROLINA,Surry,37171,Hurricane 2018 Michael,2018,708500.0,849443.037,11.80635,1,1,2
VIRGINIA,Surry,51181,Hurricane 2018 Michael,2018,5000.0,5994.65799,0.92596,2,2,1
NORTH CAROLINA,Surry,37171,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,6000.0,6970.20823,0.0971,2,2,1
NORTH CAROLINA,Surry,37171,Hurricane 2020 Isaias,2020,25000.0,28713.99833,0.40231,1,1,2
VIRGINIA,Surry,51181,Hurricane 2020 Isaias,2020,100000.0,114855.9933,17.53259,1,1,1
PENNSYLVANIA,Susquehanna,42115,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,10000.0,12717.12443,0.30214,1,1,2
PENNSYLVANIA,Susquehanna,42115,Hurricane 2020 Isaias,2020,65000.0,74656.39565,1.94691,1,1,2
VIRGINIA,Sussex,51183,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,25000.0,31792.81107,2.71247,1,1,1
WYOMING,Sweetwater,56037,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,23000.0,29249.38618,0.65061,1,1,7
TEXAS,Swisher,48437,Severe Weather 2015 South/Southeast,2015,1510000.0,1918009.152,256.28129,1,1,3
INDIANA,Switzerland,18155,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,1000.0,1271.71244,0.12062,1,1,2
GEORGIA,Talbot,13263,Severe Weather 2015 South/Southeast,2015,250.0,317.55118,0.04897,1,1,2
GEORGIA,Talbot,13263,Hurricane 2017 Irma,2017,50000.0,60348.8968,9.64502,1,1,1
GEORGIA,Taliaferro,13265,Hurricane 2017 Irma,2017,50000.0,60348.8968,37.20647,1,1,1
IOWA,Tama,19171,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,2000.0,2543.42489,0.14693,1,1,2
TEXAS,Tarrant,48439,Severe Weather 2015 South/Southeast,2015,262750.0,333746.2944,0.16806,1,1,44
GEORGIA,Tattnall,13267,Hurricane 2017 Irma,2017,200000.0,241395.5872,9.52138,1,1,1
KENTUCKY,Taylor,21217,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,150000.0,190756.8664,7.52137,1,1,2
GEORGIA,Taylor,13269,Severe Weather 2015 South/Southeast,2015,8000.0,10161.63789,1.23246,1,1,2
FLORIDA,Taylor,12123,Severe Weather 2015 South/Southeast,2015,5000.0,6351.02368,0.28404,1,1,2
FLORIDA,Taylor,12123,Hurricane 2017 Irma,2017,3000000.0,3620933.808,165.98367,2,2,2
GEORGIA,Taylor,13269,Hurricane 2017 Irma,2017,100000.0,120697.7936,14.87525,1,1,1
FLORIDA,Taylor,12123,Hurricane 2018 Michael,2018,100000.0,119893.1598,5.54471,1,1,2
WEST VIRGINIA,Taylor,54091,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,50000.0,58085.06862,3.47919,1,1,1
VIRGINIA,Tazewell,51185,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,121000.0,140565.8661,3.46264,2,2,2
VIRGINIA,Tazewell,51185,Hurricane 2020 Isaias,2020,1500.0,1722.8399,0.04264,1,1,2
GEORGIA,Telfair,13271,Severe Weather 2015 South/Southeast,2015,6000.0,7621.22842,0.46361,1,1,2
GEORGIA,Telfair,13271,Hurricane 2017 Irma,2017,150000.0,181046.6904,11.39375,1,1,1
GEORGIA,Terrell,13273,Severe Weather 2015 South/Southeast,2015,8000.0,10161.63789,1.12694,1,1,8
GEORGIA,Terrell,13273,Hurricane 2017 Irma,2017,1000000.0,1206977.936,138.46254,2,2,1
GEORGIA,Terrell,13273,Hurricane 2018 Michael,2018,5000000.0,5994657.989,696.16281,1,1,1
TEXAS,Terrell,48443,Hail 2023 Sep South,2023,7500.0,7500.0,10.91703,1,1,2
TEXAS,Terry,48445,Severe Weather 2015 South/Southeast,2015,10000.0,12702.04736,0.99569,1,1,1
OKLAHOMA,Texas,40139,Severe Weather 2021 Central,2021,30000.0,34310.84709,1.64568,1,1,4
GEORGIA,Thomas,13275,Hurricane 2017 Irma,2017,1000000.0,1206977.936,27.02472,2,2,1
GEORGIA,Thomas,13275,Hurricane 2018 Michael,2018,1000000.0,1198931.598,26.9738,1,1,1
GEORGIA,Tift,13277,Hurricane 2017 Irma,2017,500000.0,603488.968,14.92381,2,2,1
GEORGIA,Tift,13277,Hurricane 2018 Michael,2018,477000.0,571890.3721,14.09604,1,1,1
INDIANA,Tippecanoe,18157,Severe Weather 2021 Central,2021,20000.0,22873.89806,0.12204,1,1,5
MISSISSIPPI,Tishomingo,28141,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1250000.0,1452126.716,74.91754,1,1,1
TEXAS,Titus,48449,Severe Weather 2015 South/Southeast,2015,100000.0,127020.4736,3.88477,1,1,1
KENTUCKY,Todd,21219,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,6000.0,6970.20823,0.56696,1,1,2
GEORGIA,Toombs,13279,Severe Weather 2015 South/Southeast,2015,6000.0,7621.22842,0.28051,1,1,2
GEORGIA,Toombs,13279,Hurricane 2017 Irma,2017,150000.0,181046.6904,6.73136,1,1,1
GEORGIA,Towns,13281,Hurricane 2017 Irma,2017,30000.0,36209.33808,3.138,2,2,1
NORTH CAROLINA,Transylvania,37175,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,500.0,580.85069,0.01689,3,3,1
TEXAS,Travis,48453,Severe Weather 2015 South/Southeast,2015,21000.0,26674.29946,0.0226,1,1,6
TEXAS,Travis,48453,Hail 2023 Sep South,2023,300007000.0,300007000.0,224.73091,1,1,4
GEORGIA,Treutlen,13283,Severe Weather 2015 South/Southeast,2015,8000.0,10161.63789,1.49414,1,1,2
GEORGIA,Treutlen,13283,Hurricane 2017 Irma,2017,100000.0,120697.7936,17.8547,1,1,1
KENTUCKY,Trigg,21221,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,26000.0,30204.23568,2.06158,1,1,2
GEORGIA,Troup,13285,Hurricane 2017 Irma,2017,100000.0,120697.7936,1.72332,1,1,1
GEORGIA,Troup,13285,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.01661,1,1,2
OHIO,Trumbull,39155,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,5000.0,6358.56221,0.03102,1,1,1
OHIO,Trumbull,39155,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,125000.0,145212.6716,0.73349,2,2,1
OKLAHOMA,Tulsa,40143,Severe Weather 2021 Central,2021,5000.0,5718.47451,0.00848,1,1,1
GEORGIA,Turner,13287,Hurricane 2017 Irma,2017,2000000.0,2413955.872,304.98495,2,2,1
GEORGIA,Turner,13287,Hurricane 2018 Michael,2018,500000.0,599465.7989,75.76666,1,1,1
MICHIGAN,Tuscola,26157,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,500000.0,580850.6862,11.11782,1,1,1
GEORGIA,Twiggs,13289,Hurricane 2017 Irma,2017,100000.0,120697.7936,14.61232,1,1,1
TEXAS,Tyler,48457,Severe Weather 2015 South/Southeast,2015,3000.0,3810.61421,0.1783,1,1,2
WEST VIRGINIA,Tyler,54095,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,52000.0,60408.47137,7.0316,1,1,2
UTAH,Uintah,49047,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,20000.0,25434.24885,0.68888,1,1,1
NEW YORK,Ulster,36111,Hurricane 2020 Isaias,2020,2000.0,2297.11987,0.01267,1,1,2
SOUTH CAROLINA,Union,45087,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,500000.0,635856.2213,22.77585,1,1,2
INDIANA,Union,18161,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,5000.0,6358.56221,0.87813,1,1,2
TENNESSEE,Union,47173,Severe Weather 2015 South/Southeast,2015,10000.0,12702.04736,0.66295,1,1,2
ARKANSAS,Union,5139,Severe Weather 2015 South/Southeast,2015,10000.0,12702.04736,0.31681,1,1,2
LOUISIANA,Union,22111,Severe Weather 2015 South/Southeast,2015,500000.0,635102.3681,28.23681,1,1,2
GEORGIA,Union,13291,Hurricane 2017 Irma,2017,15000.0,18104.66904,0.77281,2,2,1
NORTH CAROLINA,Union,37179,Hurricane 2018 Michael,2018,5000.0,5994.65799,0.02541,1,1,1
OHIO,Union,39159,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,10000.0,11617.01372,0.19694,1,1,1
KENTUCKY,Union,21225,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.08078,1,1,1
MISSISSIPPI,Union,28145,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,25000.0,29042.53431,1.0079,1,1,1
NEW JERSEY,Union,34039,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,50000.0,58085.06862,0.10441,1,1,1
ILLINOIS,Union,17181,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.06976,1,1,1
NEW JERSEY,Union,34039,Hurricane 2020 Isaias,2020,0.0,0.0,0.0,0,1,1
TEXAS,Upshur,48459,Severe Weather 2015 South/Southeast,2015,90000.0,114318.4263,2.83394,1,1,3
WEST VIRGINIA,Upshur,54097,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,50000.0,58085.06862,2.40259,1,1,1
GEORGIA,Upson,13293,Hurricane 2017 Irma,2017,250000.0,301744.484,11.51828,1,1,1
MICHIGAN,Van Buren,26159,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,3000000.0,3485104.117,46.05236,2,2,1
MICHIGAN,Van Buren,26159,Severe Weather 2021 Central,2021,20000.0,22873.89806,0.30225,1,1,2
NORTH CAROLINA,Vance,37181,Hurricane 2018 Michael,2018,500000.0,599465.7989,13.44636,1,1,1
INDIANA,Vanderburgh,18163,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.0064,1,1,1
INDIANA,Vanderburgh,18163,Severe Weather 2021 Central,2021,30000.0,34310.84709,0.19044,1,1,1
TEXAS,Van Zandt,48467,Severe Weather 2015 South/Southeast,2015,42500.0,53983.70129,1.0101,1,1,7
LOUISIANA,Vermilion,22113,Severe Weather 2015 South/Southeast,2015,6000.0,7621.22842,0.12717,1,1,3
INDIANA,Vermillion,18165,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,15000.0,19075.68664,1.21827,1,1,4
INDIANA,Vigo,18167,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,7000.0,8901.9871,0.08246,1,1,2
INDIANA,Vigo,18167,Severe Weather 2021 Central,2021,25000.0,28592.37257,0.26944,1,1,1
OHIO,Vinton,39163,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,25000.0,29042.53431,2.21953,1,1,1
OHIO,Vinton,39163,Severe Weather 2021 Central,2021,25000.0,28592.37257,2.25084,1,1,6
VIRGINIA,Virginia Beach,51810,Hurricane 2018 Michael,2018,25000.0,29973.28994,0.06658,2,2,1
VIRGINIA,Virginia Beach,51810,Hurricane 2020 Isaias,2020,200000.0,229711.9866,0.49972,1,1,1
FLORIDA,Volusia,12127,Hurricane 2017 Irma,2017,332000000.0,400716674.7,744.57742,2,2,1
FLORIDA,Volusia,12127,Hurricane 2022 Ian,2022,355000000.0,377756021.7,651.67989,3,3,3
ILLINOIS,Wabash,17185,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.10084,1,1,1
OKLAHOMA,Wagoner,40145,Severe Weather 2021 Central,2021,35000.0,40029.3216,0.47524,1,1,2
NORTH CAROLINA,Wake,37183,Hurricane 2018 Michael,2018,250000.0,299732.8994,0.2744,1,1,2
NORTH CAROLINA,Wake,37183,Hurricane 2020 Isaias,2020,255000.0,292882.7829,0.25908,1,1,3
NORTH CAROLINA,Wake,37183,Hurricane 2022 Ian,2022,1000000.0,1064101.469,0.90888,1,1,1
FLORIDA,Wakulla,12129,Severe Weather 2015 South/Southeast,2015,5000.0,6351.02368,0.20148,1,1,2
FLORIDA,Wakulla,12129,Hurricane 2017 Irma,2017,2000000.0,2413955.872,75.19877,2,2,2
FLORIDA,Wakulla,12129,Hurricane 2018 Michael,2018,300000000.0,359679479.3,11080.35733,1,1,3
TEXAS,Walker,48471,Severe Weather 2015 South/Southeast,2015,125000.0,158775.592,2.24066,1,1,3
GEORGIA,Walker,13295,Severe Weather 2015 South/Southeast,2015,10000.0,12702.04736,0.18529,1,1,2
GEORGIA,Walker,13295,Hurricane 2017 Irma,2017,25000.0,30174.4484,0.43714,1,1,1
TEXAS,Waller,48473,Severe Weather 2015 South/Southeast,2015,9000.0,11431.84263,0.23492,1,1,2
FLORIDA,Walton,12131,Severe Weather 2015 South/Southeast,2015,12000.0,15242.45683,0.24176,1,1,7
FLORIDA,Walton,12131,Hurricane 2017 Irma,2017,15000.0,18104.66904,0.26517,2,2,3
GEORGIA,Walton,13297,Hurricane 2017 Irma,2017,100000.0,120697.7936,1.32046,1,1,1
FLORIDA,Walton,12131,Hurricane 2018 Michael,2018,99000.0,118694.2282,1.66297,1,1,3
GEORGIA,Walton,13297,Hurricane 2020 Isaias,2020,50000.0,57427.99665,0.59108,1,1,2
WISCONSIN,Walworth,55127,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.01118,1,1,1
TEXAS,Ward,48475,Severe Weather 2021 Central,2021,201000.0,229882.6755,20.74566,1,1,3
VIRGINIA,Warren,51187,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,12000.0,15260.54931,0.38053,1,1,7
MISSISSIPPI,Warren,28149,Severe Weather 2015 South/Southeast,2015,11000.0,13972.2521,0.29411,1,1,6
TENNESSEE,Warren,47177,Severe Weather 2015 South/Southeast,2015,1000.0,1270.20474,0.03154,1,1,2
GEORGIA,Warren,13301,Hurricane 2017 Irma,2017,50000.0,60348.8968,11.4038,1,1,1
NORTH CAROLINA,Warren,37185,Hurricane 2018 Michael,2018,250000.0,299732.8994,15.13268,1,1,1
MISSISSIPPI,Warren,28149,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,30000.0,34851.04117,0.76797,1,1,3
NEW YORK,Warren,36113,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.01817,2,2,1
TENNESSEE,Warren,47177,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,541180.0,628689.5487,15.23099,1,1,1
NEW YORK,Warren,36113,Hurricane 2020 Isaias,2020,2000.0,2297.11987,0.03501,1,1,2
NORTH CAROLINA,Warren,37185,Hurricane 2020 Isaias,2020,250000.0,287139.9833,15.44095,1,1,1
OHIO,Warren,39165,Severe Weather 2021 Central,2021,1000.0,1143.6949,0.00463,1,1,2
INDIANA,Warrick,18173,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,1000.0,1161.70137,0.01844,1,1,1
INDIANA,Washington,18175,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,5000.0,6358.56221,0.22797,1,1,2
PENNSYLVANIA,Washington,42125,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,1000.0,1271.71244,0.00612,2,2,1
MARYLAND,Washington,24043,Severe Weather 2014 May Rockies/Midwest/Eastern,2014,14000.0,17803.9742,0.11944,1,1,12
ALABAMA,Washington,1129,Severe Weather 2015 South/Southeast,2015,1000.0,1270.20474,0.07548,1,1,2
FLORIDA,Washington,12133,Severe Weather 2015 South/Southeast,2015,3000.0,3810.61421,0.15515,1,1,2
MISSISSIPPI,Washington,28151,Severe Weather 2015 South/Southeast,2015,3000.0,3810.61421,0.07945,1,1,1
TEXAS,Washington,48477,Severe Weather 2015 South/Southeast,2015,15000.0,19053.07104,0.54698,1,1,1
GEORGIA,Washington,13303,Hurricane 2017 Irma,2017,150000.0,181046.6904,8.92119,1,1,1
FLORIDA,Washington,12133,Hurricane 2017 Irma,2017,50000.0,60348.8968,2.45141,2,2,1
FLORIDA,Washington,12133,Hurricane 2018 Michael,2018,250000000.0,299732899.4,12047.14226,1,1,1
MISSISSIPPI,Washington,28151,Severe Weather 2019 Feb Southeast/Northeast/Ohio Valley,2019,210000.0,243957.2882,5.55597,1,1,5
